Dup?,Merge?,Reason,Merged in Moztrap?,Case ID 1,Case ID 2,Case 1 ,Case 2,Diff,CaseVersion ID 1,CaseVersion ID 2
No,No,TC 1438 has been merged with TC 1437,,1438,1440,https://moztrap.mozilla.org/manage/cases/?filter-id=1438,https://moztrap.mozilla.org/manage/cases/?filter-id=1440,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210334&rhs=210336,210334,210336
No,No,TC 1438 has been merged with TC 1437,,1438,1461,https://moztrap.mozilla.org/manage/cases/?filter-id=1438,https://moztrap.mozilla.org/manage/cases/?filter-id=1461,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210334&rhs=210357,210334,210357
No,No,TC 1438 has been merged with TC 1437,,1438,1462,https://moztrap.mozilla.org/manage/cases/?filter-id=1438,https://moztrap.mozilla.org/manage/cases/?filter-id=1462,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210334&rhs=210358,210334,210358
No,No,TC 1438 has been merged with TC 1437,,1438,1497,https://moztrap.mozilla.org/manage/cases/?filter-id=1438,https://moztrap.mozilla.org/manage/cases/?filter-id=1497,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210334&rhs=210385,210334,210385
No,No,TC 1438 has been merged with TC 1437,,1438,1498,https://moztrap.mozilla.org/manage/cases/?filter-id=1438,https://moztrap.mozilla.org/manage/cases/?filter-id=1498,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210334&rhs=210386,210334,210386
No,No,TC 1438 has been merged with TC 1437,,1438,1500,https://moztrap.mozilla.org/manage/cases/?filter-id=1438,https://moztrap.mozilla.org/manage/cases/?filter-id=1500,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210334&rhs=210388,210334,210388
No,No,TC 1438 has been merged with TC 1437,,1438,1501,https://moztrap.mozilla.org/manage/cases/?filter-id=1438,https://moztrap.mozilla.org/manage/cases/?filter-id=1501,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210334&rhs=210389,210334,210389
No,No,TC 1438 has been merged with TC 1437,,1438,2367,https://moztrap.mozilla.org/manage/cases/?filter-id=1438,https://moztrap.mozilla.org/manage/cases/?filter-id=2367,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210334&rhs=211079,210334,211079
No,No,TC 1438 has been merged with TC 1437,,1438,2412,https://moztrap.mozilla.org/manage/cases/?filter-id=1438,https://moztrap.mozilla.org/manage/cases/?filter-id=2412,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210334&rhs=211116,210334,211116
No,Yes,"TC 1439 and TC 1437 can be performed at the same time, so merge TC 1439 with TC 1437. The function in TC1440 has been removed on new version.",Yes,1439,1440,https://moztrap.mozilla.org/manage/cases/?filter-id=1439,https://moztrap.mozilla.org/manage/cases/?filter-id=1440,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210335&rhs=210336,210335,210336
No,No,Two cases have been disabled,,1441,1445,https://moztrap.mozilla.org/manage/cases/?filter-id=1441,https://moztrap.mozilla.org/manage/cases/?filter-id=1445,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210337&rhs=210341,210337,210341
No,No,Two cases have been disabled,,1441,1447,https://moztrap.mozilla.org/manage/cases/?filter-id=1441,https://moztrap.mozilla.org/manage/cases/?filter-id=1447,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210337&rhs=210343,210337,210343
No,No,Two cases have been disabled,,1445,1450,https://moztrap.mozilla.org/manage/cases/?filter-id=1445,https://moztrap.mozilla.org/manage/cases/?filter-id=1450,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210341&rhs=210346,210341,210346
No,No,Two cases have been disabled,,1445,2364,https://moztrap.mozilla.org/manage/cases/?filter-id=1445,https://moztrap.mozilla.org/manage/cases/?filter-id=2364,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210341&rhs=211076,210341,211076
No,No,Two cases have been disabled,,1445,2368,https://moztrap.mozilla.org/manage/cases/?filter-id=1445,https://moztrap.mozilla.org/manage/cases/?filter-id=2368,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210341&rhs=211080,210341,211080
No,No,Two cases have been disabled,,1445,2372,https://moztrap.mozilla.org/manage/cases/?filter-id=1445,https://moztrap.mozilla.org/manage/cases/?filter-id=2372,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210341&rhs=211084,210341,211084
No,No,Two cases have been disabled,,1445,2373,https://moztrap.mozilla.org/manage/cases/?filter-id=1445,https://moztrap.mozilla.org/manage/cases/?filter-id=2373,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210341&rhs=211085,210341,211085
No,No,TC1445 has been disabled,,1445,2377,https://moztrap.mozilla.org/manage/cases/?filter-id=1445,https://moztrap.mozilla.org/manage/cases/?filter-id=2377,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210341&rhs=211089,210341,211089
No,No,Two cases have been disabled,,1445,2378,https://moztrap.mozilla.org/manage/cases/?filter-id=1445,https://moztrap.mozilla.org/manage/cases/?filter-id=2378,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210341&rhs=211090,210341,211090
No,No,TC1447 has been disabled,,1447,1448,https://moztrap.mozilla.org/manage/cases/?filter-id=1447,https://moztrap.mozilla.org/manage/cases/?filter-id=1448,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210343&rhs=210344,210343,210344
No,No,Two cases have been disabled,,1447,1450,https://moztrap.mozilla.org/manage/cases/?filter-id=1447,https://moztrap.mozilla.org/manage/cases/?filter-id=1450,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210343&rhs=210346,210343,210346
No,No,Two cases have been disabled,,1447,2364,https://moztrap.mozilla.org/manage/cases/?filter-id=1447,https://moztrap.mozilla.org/manage/cases/?filter-id=2364,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210343&rhs=211076,210343,211076
No,No,Two cases have been disabled,,1447,2373,https://moztrap.mozilla.org/manage/cases/?filter-id=1447,https://moztrap.mozilla.org/manage/cases/?filter-id=2373,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210343&rhs=211085,210343,211085
No,No,TC1447 has been disabled,,1447,2377,https://moztrap.mozilla.org/manage/cases/?filter-id=1447,https://moztrap.mozilla.org/manage/cases/?filter-id=2377,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210343&rhs=211089,210343,211089
No,No,Two cases have been disabled,,1447,2378,https://moztrap.mozilla.org/manage/cases/?filter-id=1447,https://moztrap.mozilla.org/manage/cases/?filter-id=2378,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210343&rhs=211090,210343,211090
No,No,TC1450 has been disabled,,1448,1450,https://moztrap.mozilla.org/manage/cases/?filter-id=1448,https://moztrap.mozilla.org/manage/cases/?filter-id=1450,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210344&rhs=210346,210344,210346
No,No,Two cases have been disabled,,1449,1451,https://moztrap.mozilla.org/manage/cases/?filter-id=1449,https://moztrap.mozilla.org/manage/cases/?filter-id=1451,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210345&rhs=210347,210345,210347
No,No,TC1449 has been disabled,,1449,2380,https://moztrap.mozilla.org/manage/cases/?filter-id=1449,https://moztrap.mozilla.org/manage/cases/?filter-id=2380,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210345&rhs=211092,210345,211092
No,Yes,The two different functions can be performed at the same time,Yes,1458,1459,https://moztrap.mozilla.org/manage/cases/?filter-id=1458,https://moztrap.mozilla.org/manage/cases/?filter-id=1459,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210354&rhs=210355,210354,210355
No,No,The function in TC1460 has been removed from the new version and disable the TC,,1458,1460,https://moztrap.mozilla.org/manage/cases/?filter-id=1458,https://moztrap.mozilla.org/manage/cases/?filter-id=1460,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210354&rhs=210356,210354,210356
No,No,TC1459 has been disabled,,1459,1460,https://moztrap.mozilla.org/manage/cases/?filter-id=1459,https://moztrap.mozilla.org/manage/cases/?filter-id=1460,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210355&rhs=210356,210355,210356
No,No,Different test points in the two cases,,1461,1462,https://moztrap.mozilla.org/manage/cases/?filter-id=1461,https://moztrap.mozilla.org/manage/cases/?filter-id=1462,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210357&rhs=210358,210357,210358
No,Yes,The two different functions can be performed at the same time,Yes,1462,1463,https://moztrap.mozilla.org/manage/cases/?filter-id=1462,https://moztrap.mozilla.org/manage/cases/?filter-id=1463,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210358&rhs=210359,210358,210359
No,No,The function in TC1464 has been removed from the new version and disable the TC,,1462,1464,https://moztrap.mozilla.org/manage/cases/?filter-id=1462,https://moztrap.mozilla.org/manage/cases/?filter-id=1464,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210358&rhs=210360,210358,210360
No,Yes,The two different functions can be performed at the same time,Yes,1462,1466,https://moztrap.mozilla.org/manage/cases/?filter-id=1462,https://moztrap.mozilla.org/manage/cases/?filter-id=1466,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210358&rhs=210362,210358,210362
No,Yes,The two different functions can be performed at the same time,Yes,1462,1467,https://moztrap.mozilla.org/manage/cases/?filter-id=1462,https://moztrap.mozilla.org/manage/cases/?filter-id=1467,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210358&rhs=210363,210358,210363
No,Yes,The two different functions can be performed at the same time,Yes,1462,1468,https://moztrap.mozilla.org/manage/cases/?filter-id=1462,https://moztrap.mozilla.org/manage/cases/?filter-id=1468,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210358&rhs=210364,210358,210364
No,Yes,The two different functions can be performed at the same time,Yes,1462,1471,https://moztrap.mozilla.org/manage/cases/?filter-id=1462,https://moztrap.mozilla.org/manage/cases/?filter-id=1471,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210358&rhs=210367,210358,210367
No,No,The function in TC1464 has been removed from the new version and disable the TC,,1463,1464,https://moztrap.mozilla.org/manage/cases/?filter-id=1463,https://moztrap.mozilla.org/manage/cases/?filter-id=1464,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210359&rhs=210360,210359,210360
No,No,TC1466 has been merged with TC1462,,1465,1466,https://moztrap.mozilla.org/manage/cases/?filter-id=1465,https://moztrap.mozilla.org/manage/cases/?filter-id=1466,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210361&rhs=210362,210361,210362
No,No,TC1467 has been merged with TC1462,,1465,1467,https://moztrap.mozilla.org/manage/cases/?filter-id=1465,https://moztrap.mozilla.org/manage/cases/?filter-id=1467,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210361&rhs=210363,210361,210363
No,No,TC 1469 has been merged with TC 1462,,1465,1469,https://moztrap.mozilla.org/manage/cases/?filter-id=1465,https://moztrap.mozilla.org/manage/cases/?filter-id=1469,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210361&rhs=210365,210361,210365
No,No,TC 1471 has been merged with TC 1462,,1465,1471,https://moztrap.mozilla.org/manage/cases/?filter-id=1465,https://moztrap.mozilla.org/manage/cases/?filter-id=1471,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210361&rhs=210367,210361,210367
No,No,TC1466 has been merged with TC1462,,1466,1470,https://moztrap.mozilla.org/manage/cases/?filter-id=1466,https://moztrap.mozilla.org/manage/cases/?filter-id=1470,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210362&rhs=210366,210362,210366
No,No,TC1466 and TC1471 have been merged with TC1462,,1466,1471,https://moztrap.mozilla.org/manage/cases/?filter-id=1466,https://moztrap.mozilla.org/manage/cases/?filter-id=1471,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210362&rhs=210367,210362,210367
No,No,TC1467 has been merged with TC1462,,1467,1470,https://moztrap.mozilla.org/manage/cases/?filter-id=1467,https://moztrap.mozilla.org/manage/cases/?filter-id=1470,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210363&rhs=210366,210363,210366
No,No,TC1467 has been merged with TC1462,,1467,1472,https://moztrap.mozilla.org/manage/cases/?filter-id=1467,https://moztrap.mozilla.org/manage/cases/?filter-id=1472,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210363&rhs=210368,210363,210368
No,No,TC 1469 has been merged with TC 1462,,1469,1470,https://moztrap.mozilla.org/manage/cases/?filter-id=1469,https://moztrap.mozilla.org/manage/cases/?filter-id=1470,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210365&rhs=210366,210365,210366
No,No,TC 1469 has been merged with TC 1462,,1469,1472,https://moztrap.mozilla.org/manage/cases/?filter-id=1469,https://moztrap.mozilla.org/manage/cases/?filter-id=1472,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210365&rhs=210368,210365,210368
No,No,"TC 1470 include in TC 1471, and the TC1471 has been merged with TC1462",,1470,1471,https://moztrap.mozilla.org/manage/cases/?filter-id=1470,https://moztrap.mozilla.org/manage/cases/?filter-id=1471,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210366&rhs=210367,210366,210367
No,Yes,The two different functions can be performed at the same time,Yes,1475,1476,https://moztrap.mozilla.org/manage/cases/?filter-id=1475,https://moztrap.mozilla.org/manage/cases/?filter-id=1476,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210371&rhs=210372,210371,210372
No,No,TC 1475 has been merged with 1477,,1475,1477,https://moztrap.mozilla.org/manage/cases/?filter-id=1475,https://moztrap.mozilla.org/manage/cases/?filter-id=1477,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210371&rhs=210373,210371,210373
No,No,TC 1475 has been merged with 1477,,1475,1479,https://moztrap.mozilla.org/manage/cases/?filter-id=1475,https://moztrap.mozilla.org/manage/cases/?filter-id=1479,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210371&rhs=210375,210371,210375
No,Yes,The two different functions can be performed at the same time,Yes,1477,1478,https://moztrap.mozilla.org/manage/cases/?filter-id=1477,https://moztrap.mozilla.org/manage/cases/?filter-id=1478,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210373&rhs=210374,210373,210374
No,Yes,The two different functions can be performed at the same time,Yes,1477,1479,https://moztrap.mozilla.org/manage/cases/?filter-id=1477,https://moztrap.mozilla.org/manage/cases/?filter-id=1479,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210373&rhs=210375,210373,210375
No,No,TC1478 and TC1479 are merged with TC 1477,,1478,1479,https://moztrap.mozilla.org/manage/cases/?filter-id=1478,https://moztrap.mozilla.org/manage/cases/?filter-id=1479,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210374&rhs=210375,210374,210375
No,Yes,The two different functions can be performed at the same time,Yes,1480,1482,https://moztrap.mozilla.org/manage/cases/?filter-id=1480,https://moztrap.mozilla.org/manage/cases/?filter-id=1482,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210376&rhs=210378,210376,210378
No,Yes,The two different functions can be performed at the same time,Yes,1492,1493,https://moztrap.mozilla.org/manage/cases/?filter-id=1492,https://moztrap.mozilla.org/manage/cases/?filter-id=1493,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210380&rhs=210381,210380,210381
No,No,TC1492 has been merged with TC1493,,1492,1494,https://moztrap.mozilla.org/manage/cases/?filter-id=1492,https://moztrap.mozilla.org/manage/cases/?filter-id=1494,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210380&rhs=210382,210380,210382
No,No,TC1492 has been merged with TC1493,,1492,1495,https://moztrap.mozilla.org/manage/cases/?filter-id=1492,https://moztrap.mozilla.org/manage/cases/?filter-id=1495,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210380&rhs=210383,210380,210383
No,No,TC1494 has been disabled,,1493,1494,https://moztrap.mozilla.org/manage/cases/?filter-id=1493,https://moztrap.mozilla.org/manage/cases/?filter-id=1494,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210381&rhs=210382,210381,210382
No,No,TC1495 has been disabled,,1493,1495,https://moztrap.mozilla.org/manage/cases/?filter-id=1493,https://moztrap.mozilla.org/manage/cases/?filter-id=1495,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210381&rhs=210383,210381,210383
No,No,TC1494 and TC1495 have been disabled,,1494,1495,https://moztrap.mozilla.org/manage/cases/?filter-id=1494,https://moztrap.mozilla.org/manage/cases/?filter-id=1495,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210382&rhs=210383,210382,210383
No,Yes,"TC1497 has been disabled but the function still exists in new version, so merge TC1497 with TC 1496",Yes,1496,1497,https://moztrap.mozilla.org/manage/cases/?filter-id=1496,https://moztrap.mozilla.org/manage/cases/?filter-id=1497,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210384&rhs=210385,210384,210385
No,Yes,The two different functions can be performed at the same time,Yes,1496,1498,https://moztrap.mozilla.org/manage/cases/?filter-id=1496,https://moztrap.mozilla.org/manage/cases/?filter-id=1498,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210384&rhs=210386,210384,210386
No,Yes,"TC1499 has been disabled but the function still exists in new version, so merge TC1499 with TC 1496",Yes,1496,1499,https://moztrap.mozilla.org/manage/cases/?filter-id=1496,https://moztrap.mozilla.org/manage/cases/?filter-id=1499,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210384&rhs=210387,210384,210387
No,No,The function is TC 1500 has been removed in new version,,1496,1500,https://moztrap.mozilla.org/manage/cases/?filter-id=1496,https://moztrap.mozilla.org/manage/cases/?filter-id=1500,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210384&rhs=210388,210384,210388
No,Yes,The two different functions can be performed at the same time,Yes,1496,1501,https://moztrap.mozilla.org/manage/cases/?filter-id=1496,https://moztrap.mozilla.org/manage/cases/?filter-id=1501,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210384&rhs=210389,210384,210389
No,No,TC1497 and TC1498 have been merged with TC1496,,1497,1498,https://moztrap.mozilla.org/manage/cases/?filter-id=1497,https://moztrap.mozilla.org/manage/cases/?filter-id=1498,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210385&rhs=210386,210385,210386
No,No,TC1497 has been merged with TC1496,,1497,1499,https://moztrap.mozilla.org/manage/cases/?filter-id=1497,https://moztrap.mozilla.org/manage/cases/?filter-id=1499,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210385&rhs=210387,210385,210387
No,No,TC1497 has been merged with TC1496,,1497,1500,https://moztrap.mozilla.org/manage/cases/?filter-id=1497,https://moztrap.mozilla.org/manage/cases/?filter-id=1500,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210385&rhs=210388,210385,210388
No,No,TC1497 has been merged with TC1496,,1497,1501,https://moztrap.mozilla.org/manage/cases/?filter-id=1497,https://moztrap.mozilla.org/manage/cases/?filter-id=1501,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210385&rhs=210389,210385,210389
No,No,TC1498 has been merged with TC1496,,1498,1499,https://moztrap.mozilla.org/manage/cases/?filter-id=1498,https://moztrap.mozilla.org/manage/cases/?filter-id=1499,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210386&rhs=210387,210386,210387
No,No,TC1498 has been merged with TC1496,,1498,1500,https://moztrap.mozilla.org/manage/cases/?filter-id=1498,https://moztrap.mozilla.org/manage/cases/?filter-id=1500,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210386&rhs=210388,210386,210388
No,No,TC1498 has been merged with TC1496,,1498,1501,https://moztrap.mozilla.org/manage/cases/?filter-id=1498,https://moztrap.mozilla.org/manage/cases/?filter-id=1501,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210386&rhs=210389,210386,210389
No,No,"TC1499 has been merged with TC 1496, and the function in TC 1500 has been removed",,1499,1500,https://moztrap.mozilla.org/manage/cases/?filter-id=1499,https://moztrap.mozilla.org/manage/cases/?filter-id=1500,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210387&rhs=210388,210387,210388
No,No,TC1499 and TC 1501 have been merged with TC 1496,,1499,1501,https://moztrap.mozilla.org/manage/cases/?filter-id=1499,https://moztrap.mozilla.org/manage/cases/?filter-id=1501,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210387&rhs=210389,210387,210389
No,No,TC1499 has been merged with TC 1496,,1499,2128,https://moztrap.mozilla.org/manage/cases/?filter-id=1499,https://moztrap.mozilla.org/manage/cases/?filter-id=2128,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210387&rhs=210884,210387,210884
No,No,TC1499 has been merged with TC 1496,,1499,2367,https://moztrap.mozilla.org/manage/cases/?filter-id=1499,https://moztrap.mozilla.org/manage/cases/?filter-id=2367,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210387&rhs=211079,210387,211079
No,No,"The function in TC 1500 has been removed, and the TC 1501 has been merged with 1496",,1500,1501,https://moztrap.mozilla.org/manage/cases/?filter-id=1500,https://moztrap.mozilla.org/manage/cases/?filter-id=1501,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210388&rhs=210389,210388,210389
No,Yes,The two different functions can be performed at the same time,Yes,1502,1504,https://moztrap.mozilla.org/manage/cases/?filter-id=1502,https://moztrap.mozilla.org/manage/cases/?filter-id=1504,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210390&rhs=210391,210390,210391
No,No,TC1502 has been merged with TC 1504,,1502,1506,https://moztrap.mozilla.org/manage/cases/?filter-id=1502,https://moztrap.mozilla.org/manage/cases/?filter-id=1506,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210390&rhs=210393,210390,210393
No,No,TC1502 has been merged with TC 1504,,1502,1508,https://moztrap.mozilla.org/manage/cases/?filter-id=1502,https://moztrap.mozilla.org/manage/cases/?filter-id=1508,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210390&rhs=210395,210390,210395
No,No,TC1502 has been merged with TC 1504,,1502,1512,https://moztrap.mozilla.org/manage/cases/?filter-id=1502,https://moztrap.mozilla.org/manage/cases/?filter-id=1512,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210390&rhs=210399,210390,210399
No,Yes,The two different functions can be performed at the same time,Yes,1504,1506,https://moztrap.mozilla.org/manage/cases/?filter-id=1504,https://moztrap.mozilla.org/manage/cases/?filter-id=1506,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210391&rhs=210393,210391,210393
No,Yes,The two different functions can be performed at the same time,Yes,1504,1508,https://moztrap.mozilla.org/manage/cases/?filter-id=1504,https://moztrap.mozilla.org/manage/cases/?filter-id=1508,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210391&rhs=210395,210391,210395
No,No,TC1506 has been merged with TC 1504,,1506,1507,https://moztrap.mozilla.org/manage/cases/?filter-id=1506,https://moztrap.mozilla.org/manage/cases/?filter-id=1507,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210393&rhs=210394,210393,210394
No,No,TC1506 has been merged with TC 1504,,1506,1508,https://moztrap.mozilla.org/manage/cases/?filter-id=1506,https://moztrap.mozilla.org/manage/cases/?filter-id=1508,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210393&rhs=210395,210393,210395
No,No,The two cases have been disabled,,1523,1530,https://moztrap.mozilla.org/manage/cases/?filter-id=1523,https://moztrap.mozilla.org/manage/cases/?filter-id=1530,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210409&rhs=210414,210409,210414
No,Yes,The two different functions can be performed at the same time,Yes,1539,1844,https://moztrap.mozilla.org/manage/cases/?filter-id=1539,https://moztrap.mozilla.org/manage/cases/?filter-id=1844,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210423&rhs=210660,210423,210660
No,Yes,The two different functions can be performed at the same time,Yes,1546,1581,https://moztrap.mozilla.org/manage/cases/?filter-id=1546,https://moztrap.mozilla.org/manage/cases/?filter-id=1581,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210428&rhs=210433,210428,210433
No,Yes,The two different functions can be performed at the same time,Yes,1587,1588,https://moztrap.mozilla.org/manage/cases/?filter-id=1587,https://moztrap.mozilla.org/manage/cases/?filter-id=1588,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210434&rhs=210435,210434,210435
No,Yes,The two different functions can be performed at the same time,Yes,1590,1592,https://moztrap.mozilla.org/manage/cases/?filter-id=1590,https://moztrap.mozilla.org/manage/cases/?filter-id=1592,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210437&rhs=210438,210437,210438
No,No,TC1593 has been disabled,,1590,1593,https://moztrap.mozilla.org/manage/cases/?filter-id=1590,https://moztrap.mozilla.org/manage/cases/?filter-id=1593,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210437&rhs=210439,210437,210439
No,Yes,The two different functions can be performed at the same time,Yes,1590,1596,https://moztrap.mozilla.org/manage/cases/?filter-id=1590,https://moztrap.mozilla.org/manage/cases/?filter-id=1596,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210437&rhs=210441,210437,210441
No,No,TC 1806 is saved as draft and the function in the TC does not exist in new version,,1590,1806,https://moztrap.mozilla.org/manage/cases/?filter-id=1590,https://moztrap.mozilla.org/manage/cases/?filter-id=1806,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210437&rhs=210623,210437,210623
No,Yes,The two different functions can be performed at the same time,Yes,1590,1807,https://moztrap.mozilla.org/manage/cases/?filter-id=1590,https://moztrap.mozilla.org/manage/cases/?filter-id=1807,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210437&rhs=210624,210437,210624
No,Yes,The two different functions can be performed at the same time,Yes,1590,1876,https://moztrap.mozilla.org/manage/cases/?filter-id=1590,https://moztrap.mozilla.org/manage/cases/?filter-id=1876,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210437&rhs=210669,210437,210669
No,No,TC 1592 has been merged with TC1590,,1592,1593,https://moztrap.mozilla.org/manage/cases/?filter-id=1592,https://moztrap.mozilla.org/manage/cases/?filter-id=1593,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210438&rhs=210439,210438,210439
No,No,TC 1592 has been merged with TC1590,,1592,1595,https://moztrap.mozilla.org/manage/cases/?filter-id=1592,https://moztrap.mozilla.org/manage/cases/?filter-id=1595,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210438&rhs=210440,210438,210440
No,No,TC 1592 has been merged with TC1590,,1592,1596,https://moztrap.mozilla.org/manage/cases/?filter-id=1592,https://moztrap.mozilla.org/manage/cases/?filter-id=1596,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210438&rhs=210441,210438,210441
No,No,TC 1592 has been merged with TC1590,,1592,1599,https://moztrap.mozilla.org/manage/cases/?filter-id=1592,https://moztrap.mozilla.org/manage/cases/?filter-id=1599,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210438&rhs=210442,210438,210442
No,No,TC 1592 has been merged with TC1590,,1592,1800,https://moztrap.mozilla.org/manage/cases/?filter-id=1592,https://moztrap.mozilla.org/manage/cases/?filter-id=1800,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210438&rhs=210617,210438,210617
No,No,TC 1592 has been merged with TC1590,,1592,1876,https://moztrap.mozilla.org/manage/cases/?filter-id=1592,https://moztrap.mozilla.org/manage/cases/?filter-id=1876,http://shinglyu.github.io/moztrap-new-ui/diff.html?lhs=210438&rhs=210669,210438,210669
